ReviewText,ReviewStar,Product
"I Love this PTron Intunes Pro Headphone Because i am a music lover. Listening music is my favourite hobby. So this is the best deal for me in this great price range. It looks so catchy and the sound quality is just Wowwww😍👍🏻. Definitely sure people should go for it. Highly recommended everyone to buy this headphone if you want to buying wireless bluetooth headphone. It fits properly in ears No pain, No Discomfort.According to the price range its a unbeatable one in this price range with fantastic clear sound and amazing battery backup compared to other Bluetooth earphones.Worth buying product... Thanx to PTron and a Big thanx to amazon for this best product deal and a great service.☺️
",5,PTron Intunes
"Hands-free is always something which is necessary for music lovers ..bluethooth feature makes this product super as well as good bettrey pack up time.. Noice cancellations feature... Bass setup Cool😎Happy buyer 👍
",5,PTron Intunes
"Bass is low and poor.
",4,JBL T205BT
"Very bad
",1,JBL T205BT
"Good Product
",5,JBL T205BT
"Good
",3,JBL T205BT
"Gud
",1,JBL T205BT
"Good
",4,JBL T205BT
"Headphone is excellent, sound quality is good and headphones are light in weight. only limitation is in cable. cable provided is too short. to put around neck.
",4,JBL T205BT
"Very good
",4,JBL T205BT
"They surely are amazing in terms of comfort, sound quality, build.The only downside is that you can't activate OK google/ google assistant through the headset.
",5,JBL T205BT
"Absolutely fake product, sound quality is pathetic, have had lot of JBL products but this one is of cheap quality and pathetic sound
",1,JBL T205BT
"It heat and turn melt in after hear song and walk on sunlight I forgot that is was neck after sometimes I notice is melted they it cannot replace
",1,JBL T205BT
"Bass is not good
",2,JBL T205BT
"Sound Quality  = 1/5Noise Cancellation : 1/5Looks  : 0/5 I dont understand why the cord is so lengthy.
",1,JBL T205BT
"Jbl ..... Has a very reputed name in the music industry and ut proves it with its products.In love with these earphones really good quality hard built product.The Bluetooth connectivity is also very strong.worth every penny.
",4,JBL T205BT
"Very best headphone in this price segment.It is for daily use.very comfortablegood wirestangle free wiresthe eartips are very comfortable its fits in ear very best you can hear the voice which is coming from backside.only the issue is the buttons which is little bit hectic for operation.other than this i must say a good quality product from JBL.a musty buy product.
",5,JBL T205BT
"Super battery life nice quality
",5,JBL T205BT
"Fitting is really bad..easily falls down
",3,JBL T205BT
"Not satisfied with the sound quality. Bass is zero. Sound quality is very less. Did not expect this kind of product.
",3,JBL T205BT
"Very nice
",5,JBL T205BT
"Thik thak h..avg, itna bhi kharab ni h, but itna premium sound bhi ni h..its very long in length
",3,JBL T205BT
"Met my expectations, sound and battery life is good.
",4,JBL T205BT
"Overall 4 star, battery back up is good but sometimes connectivity had a problem ...
",4,JBL T205BT
"After using for 1 month the battery I don't know was wrong about a battery giving so many hours to charge sucking 30% kinder company keep this product warranty no warranty!
",3,JBL T205BT
"Stop working after 5 days
",1,JBL T205BT
"At this prize it's definitely worth buying.Its almost like you are listening sony Ericsson.!☺️
",5,JBL T205BT
"The volume is too low cannot be increased to a level of satisfaction
",1,JBL T205BT
"Over all good. But not best.
",3,JBL T205BT
"Everything is good but battery back up is less
",4,JBL T205BT
"After 3months one stopped working and jbl service is the worst
",1,JBL T205BT
"Bad quality
",1,JBL T205BT
"I have bought this and immediately post 1 day of less use right headset stopped working. Unsatisfied with product like JBL.
",1,JBL T205BT
"super quality
",5,JBL T205BT
"Forward and reverse song option doesn't work in headset
",3,JBL T205BT
"Good quality fits into ear perfectly. Battery is not great hardly lasts for 3 hrs on full charge.Blue light can be annoying, it is too bright when lights are off when using in night.
",4,JBL T205BT
"This  is a worstest product I have ever seen..Blue tooth connectivity button is not working.....
",1,JBL T205BT
"Price tempted me to buy this product and I don't regret. They connect easily and reasonable noise cancellation is there. Easy to charge and good battery life.It does not switch from music to phone call easily
",4,JBL T205BT
"Good product value of money
",5,JBL T205BT
"Nothing
",5,JBL T205BT
"good
",5,JBL T205BT
"The product is good but the connectivity is reallly bad
",3,JBL T205BT
"Such a wrost thing very much paining for more usage
",1,JBL T205BT
"I brought this product last week and using it for last 3 days. The sound quality is awesome as well as the mic response is also too good.
",5,JBL T205BT
"Don't buy this earphones. Very bad it's stopped working in 3 months. And no sound cancellation.Volume is also low.
",1,JBL T205BT
"First time I saw this type of quality from JBL earphones Rubber bud is not fixed in earphone properly
",1,JBL T205BT
"Quality too bad not working in correct way
",5,JBL T205BT
"This is good stuff man.
",5,JBL T205BT
"Decent sound ..
",4,JBL T205BT
"It's good
",5,JBL T205BT
"Its this what amazon assure or promises.We buy genuine original JBL earphones and we receive faulty earphones.Sounds so concerning of how we can trust that the product we receive is original n genuine
",1,JBL T205BT
"Gud
",5,JBL T205BT
"Issue with connect phone
",1,JBL T205BT
"Good product
",5,JBL T205BT
"buy this without hesitant
",5,JBL T205BT
"I brought it from amazon and within 12 days its is damaged.....very bad product dont buy it...
",1,JBL T205BT
"Not comfortable for more than 1-2 hours. Mic picks lots of noice in little wind. Sound quality is good but would prefer wired earphones over this anytime. No noice cancellation at all.
",3,JBL T205BT
"Pure sound quality this price range
",5,JBL T205BT
"Nice
",5,JBL T205BT
"Sound spreading outside when volume  is full
",3,JBL T205BT
"Very handy.. made my busy schedules for phone calls easy.. music is also good.. battery life is awesome..👍Overall very happy with the product.
",5,JBL T205BT
"Total waste investment.. having battery backup of 4-5 hours only.. not a solid bass as per JBL brand name. Not at all good for money in 2k.
",1,JBL T205BT
"Nice to hearing but ear bid not matched with ear.
",4,JBL T205BT
"Awesome
",5,JBL T205BT
"Good product
",5,JBL T205BT
"Nice one
",5,JBL T205BT
"Good base and sound
",5,JBL T205BT
"Connectivity breaks
",1,JBL T205BT
"Sound not like original headphones completely looking like duplicate product
",2,JBL T205BT
"Not so good .. voice quality is bad.. music quality is good..Bluetooth voice is not clear to the other side of the line ..
",3,JBL T205BT
"Very nice ear phone
",5,JBL T205BT
"Need some work on sound quality.
",4,JBL T205BT
"It's stop working after one month. All is good nut working is bad.
",1,JBL T205BT
"There is no noise cancellation.
",4,JBL T205BT
"This is good.
",5,JBL T205BT
"Best ear phone
",5,JBL T205BT
"Don't buy, it sounds good but doesn't outweigh the problems.Falls from your ear if you sweat, hurts pretty bad if you wear them wrong takes some time to learn to wrar them correctly. Bass is there but isn't boomy hence watching movies isn't as fun nor listening to edms or hi hop.But other sound range is amazing, stereo surround is mind blowing hence sound quality is 4.5/5. Listen to some acoustics and bam, this will take you away on your own music studio, :P.....Bluetooth connectivity is okayish mediocre range works only with one device.Hence, as mentioned the pros doesn't justify the cons and nor the price.
",3,JBL T205BT
"Hi
",5,JBL T205BT
"Ear buds quickly break
",1,JBL T205BT
"All features are good
",5,JBL T205BT
"Nice product.  Little expensive though.  Could have been little lighter for long use duration.
",4,JBL T205BT
"The only thing I am not satisfied is because of built quality.. The rubber piece on the top of the earphones gets out of it.. Also the noise cancellation is not good because this is not in ear earphones.. So in noisy environment these headphones are useless.. The reason I am giving 4 stars is because of sound quality.. The sound quality is best in call.. Battery life is below average compared to other Bluetooth earphones..
",4,JBL T205BT
"It's work good for newly but now the mike is doesn't work
",1,JBL T205BT
"Comfortable on dar and good sound quality
",4,JBL T205BT
"Best
",5,JBL T205BT
"Sound quality is good but Bluetooth connection have minar issue when I am driving
",5,JBL T205BT
"Its an awesome product at that price
",4,JBL T205BT
"Its a nice product with good sound quality. However, it seems to popping out of my ear frequently. Not that comfortable.
",4,JBL T205BT
"The most important thing for me i think how comfortable it is to wear .. and trust me its very comfortable and you can wear these earphones for a long time without any pain to your ears and bass and sound quality is awesome... loved it
",5,JBL T205BT
"The earphones are easy to use, producing high quality sound. The bass level is low, but the treble and voice levels more than compensate for the high song quality. Battery needs to be recharged every 3-4 hours of usage.
",5,JBL T205BT
"Very low sound & battery life is maximum 3hrs where as on box it is mentioned 6hrs
",1,JBL T205BT
"The person called complains for hazy & unclear voice .  Such a great brand JBL but the quality hopeless.
",1,JBL T205BT
"Really worth of money.
",5,JBL T205BT
"Superb
",4,JBL T205BT
"Perfect but carry could be un confertable. Because not maginate out to old
",4,JBL T205BT
"Good
",5,JBL T205BT
"Except Noise cancellation the product is just awesome
",5,JBL T205BT
"Perfect product for the people who prefer wireless earphones. Very Comfortable, light weight and fits properly in ears
",5,JBL T205BT
"It's is a good basic product and works fine . However the ear buds are not very comfortable and it slightly cause discomfort after a wear of over an hour or so.The bass is ok nothing great.
",4,JBL T205BT
"The sound is not so clear... I replaced these once thinking that particular piece might be faulty... But the new ones sound the same as well.When u listen to a song with high notes the voice becomes somewhat unclear...These are ok ok types...
",3,JBL T205BT
"Nice
",5,JBL T205BT
"Nice
",5,JBL T205BT
"awesome sound quality. As always JBL beats in the music race. If u r bass lover then surely try this
",5,JBL T205BT
"Sound quality & Bluetooth connectivity is good. Worth buying
",4,JBL T205BT
"Ears are paining
",1,JBL T205BT
"Not worth it. This product has only replacement option, no refund. So I am stuck with it. Probably seller has kept no refund as he knows the product is not good.About the product - The video playback volume is very low. Cant hear when travelling. Music quality is also very normal. Nothing great to talk about. Overall not worth it as cant watch videos while travelling. I also exchanged it once, still the same. Avoid.
",1,JBL T205BT
"Slips from the ear
",4,JBL T205BT
"Loved the quality music of this earplugs, but they start to feel uncomfortable after continuous use for like 4 hours straight
",5,JBL T205BT
"Thanks to JBL for providing the best quality ear phones.
",5,JBL T205BT
"Priced HighlyIt should cost max 1200 to 1500
",2,JBL T205BT
"Bad
",2,JBL T205BT
"sound is not good,just a entry level earphone really dissapointed
",1,JBL T205BT
"Worst product, with in few days one side head phone sound won't come
",1,JBL T205BT
"good
",4,JBL T205BT
"Good battery life and seamless Bluetooth connectivity is thestar power but otherwise a decent headset for the price.
",5,JBL T205BT
"Value for money.U won't get disappointed.
",4,JBL T205BT
"uncomfortable, can't use for long.
",2,JBL T205BT
"Witching a month product stopped working. Bad experience.
",1,JBL T205BT
"Not recommended for any user,product  quality is very poor, within 3 months the earbud started pealing off and the Bluetooth connectivity often gets disconnected
",1,JBL T205BT
"Not a good one
",1,JBL T205BT
"It was not working after using one hour.Battery remained 10% and after that same was not working I plucked it on charger.And m unable to open the same.I wonderU have charged 2 thousand from meAnd you gave me such 10 rs quality product
",1,JBL T205BT
"Decent
",5,JBL T205BT
"Decent bass, sound quality is good.
",4,JBL T205BT
"I am getting pain in my ear due to hard plastic. Unable to return.
",2,JBL T205BT
"Don't buy this product, wist of money there product. Jbl company is bad product no service center
",1,JBL T205BT
"Earpiece slips out easily. Sound quality is decent with heavy bass and balanced mids.Not good for workouts
",3,JBL T205BT
"Thougt it might gud, but after using it, thee sound quality, build quality everything is just unsatisfactory
",1,JBL T205BT
"From every point of view this product is the best except noise cancelation. I specifically purchased this Bluetooth earphones listening while riding on my bike but since there is no noise cancelation it let me down. Apart from that this is the gem. Sound quality 5/5, bass 5/5, Bluetooth connectivity 5/5, comfortability 5/5.
",5,JBL T205BT
"very good
",5,JBL T205BT
"No clip to stay
",4,JBL T205BT
"Underated.  Review on Amazon and Flipkart don't justify product.1. For me sound quality was most important factor. vocal and highs are crystal clear. Bass is adequate. I had boat rockers 400.Far better overall sound than that.When listened same song again in this headsets I observed more instruments clearly and where sound coming from unlike boat one.(ex - in Dino dil mera song)2. Battery- depending on song, I listened music with volume varying from 50% to 90%. Well, battery lasted 7hr+. No issue there.I had mi Bluetooth headset in mind.  But warranty was 6 month for that. 1 year jbl. So went with this.So it's like vivo oppo cameras beautify camera photos,same Chinese manufacturer amplify base to sound good.  It's just unnatural.  Jbl has natural bass and sound
",5,JBL T205BT
"Love it
",5,JBL T205BT
"Love it
",5,JBL T205BT
"Nice buy. Good product.
",5,JBL T205BT
"No noise cancellation. Uncomfortable to wear.Also the rubber coverings on earpieces are peeled off within one month of usage.
",1,JBL T205BT
"The sound is not good and even the buttons are very hard
",1,JBL T205BT
"Good
",5,JBL T205BT
"Poor quality overall
",1,JBL T205BT
"Battery life is too poor.
",1,JBL T205BT
"Super Quantity
",5,JBL T205BT
"Worst
",2,JBL T205BT
"Worst
",2,JBL T205BT
"The worth the purchase. Still the battery backup never seemed 6 hours per 2 hour of charging. The sound quality is good. Very conformable to wear compared to other in-Ear models. Connectivity is on the spot too. The wires feel confident against breakin or snapping. I like it. But the soft rubber coating on the left ear came off in month. Rough usage 😅
",5,JBL T205BT
"Not good
",3,JBL T205BT
"Pros:- like me, if you are a sucker for this in-ear design then you don't have many wireless options (and airpods are $$$). It isn't painful and they don't fall off, best is the use while laying sideways.- ~6 hrs on time: almost your days music- 1-1.5 hrs charge- excellent sound, excellent volume- yeah nice touch of baseCons:- the rubber linings do come off due to poor glue which becomes ineffective in heat. Just fevikwik it!- some Bluetooth bugs
",5,JBL T205BT
"Not at all value for money
",1,JBL T205BT
"High quality stuff...a reliable brand..I worn it for nearly 4 hours without hurting my years... sound quality notice cancellation is pretty good..Bluetooth connectivity is also cool.. I paired it with my iPhone 7smoothly
",5,JBL T205BT
"Good one
",5,JBL T205BT
"Lovely piece of earphones
",4,JBL T205BT
"Best in price
",4,JBL T205BT
"Superb one...
",5,JBL T205BT
"If you are buying this headset for a regular use, then you might get pain in your ears. Sound quality is good.
",2,JBL T205BT
"Good sound quality
",5,JBL T205BT
"Don't buy this! Not worth a single penny! Hardly six months and earphones are in a bad condition! The ear tips have come off, the wire has started tearing and many more! Above all the worst earphones for calling!
",1,JBL T205BT
"Nice Sound but battery backup is very low
",5,JBL T205BT
"Soopr
",5,JBL T205BT
"Nice product !
",4,JBL T205BT
"Was a good buy
",4,JBL T205BT
"Good
",5,JBL T205BT
"Ok
",4,JBL T205BT
"Within fortnight speaker became defective.
",2,JBL T205BT
"Very good product. Voice quality is super. While exercise it slips out of ear sometimes rest it’s a great guy.
",4,JBL T205BT
"Sound is good. While does not have earbuds n pouch.
",4,JBL T205BT
"Good one!
",5,JBL T205BT
"Had high expectations from JBL but this product is really cheap in quality. The sound is so bad that you can't hear anything while commuting in train. Also Bluetooth is very glitchy so keeps hanging the phone. Not worth this price at all. Disappointed.
",1,JBL T205BT
"Good  great
",5,JBL T205BT
"Sound output is damn good
",5,JBL T205BT
"good sound but uncomfortable to wear for long time
",4,JBL T205BT
"Worst
",1,JBL T205BT
"These earphone is not suitable in ear so every minute they are not properly fit. JBL is great brand but this is bad earphone I have seen. JBL is too costly. When is return this earphone amazon is not option to me to return only replacement. That s is my mad experience with amazon.
",1,JBL T205BT
"Sound quality
",4,JBL T205BT
"Not for running
",5,JBL T205BT
"Range issue
",3,JBL T205BT
"Sound wise its good but not in the traffic or road areas... Few weeks later its mic was not working.. I brought this for talking.. But now i can't.. Its price also so high.. At the same time its quality is vry poor...
",2,JBL T205BT
"Build quality is very bad
",1,JBL T205BT
"Nice product
",5,JBL T205BT
"This is probably the best in this price segment. It's sound quality is great, Bluetooth connectivity is not bad at least while I'm on the next room it works perfectly.
",4,JBL T205BT
"For talking it’s good but for music not a good choice
",4,JBL T205BT
"received jbl wireless headphone with duplicate seal mark and after a week sound is getting very low in high volum even during the traveling not able listen audio properly.. first time i have very disappointed the service of amazon.
",1,JBL T205BT
"Nice
",5,JBL T205BT
"Best earphones that I ever used in terms of sound quality.. Battery backup is 5hr on full volume.
",5,JBL T205BT
"Good
",5,JBL T205BT
"Very good
",5,JBL T205BT
"The left side speaker low sound.
",5,JBL T205BT
"The audio quality and comfort in the ear is good. The call quality is also good. There are downside for the earphones:1. Pricey compared to the non Bluetooth version of same earphones.2. Battery should have more capacity.3. Disconnects and auto connects when idle, not sure why! Also if calls are attended via mobile when earphones are connected then Bluetooth gets disconnected permanently.4. Doesn’t have IP rating or is not sweat resistant. Be careful while playing or taking out in rain cause the water can get inside and the earphones get easily damaged!
",3,JBL T205BT
"It seems be it's not original products... Product is totally vary from the pics and images, as have seen lots of reviews and images that people got original one only.... Its might fake product sold out to me. Even the product wasn't fit in to its inner packaging.
",1,JBL T205BT
"Battery life is good, but the speakers are just normal. No Bass at all. Not suitable for enjoying music. Suitable only for calling.
",1,JBL T205BT
"Product is up to the mark.....
",5,JBL T205BT
"Average
",4,JBL T205BT
"Ok
",4,JBL T205BT
"Lovely set , easy to use and sleek design and good sound
",5,JBL T205BT
"My right ear piece suddenly stopped working, now have to go at their service center and get it checked
",1,JBL T205BT
"Overall they are good and the build quality is also good. But the only problem with them is, you can't use them longer. The reasons being:1. Pain in the ear due to design ☹️, though they are not big comparing with other earphone in the same range2. They won't last beyond 6hours ..Overall I like them...but can't take it to run as I am afraid they will fall.
",4,JBL T205BT
"Sound quality and comfort fit very nice.Sometimes gets disconnected while playing
",5,JBL T205BT
"Not good
",1,JBL T205BT
"Can’t hear what the opposite person is saying. Nor they can hear us. It’s just 3months and Iam not happy
",1,JBL T205BT
"i want to exchange my product with the same please consider for late intimation
",1,JBL T205BT
"Quality is very good but stability of charge is vry low
",5,JBL T205BT
"Awesome quality
",5,JBL T205BT
"quality is very bad.. i think its not original.
",1,JBL T205BT
"Not at all compatible for playing games. Many a times call quality is poor. The earphone white cover came off with 15 days. And within a month its battery life start deteriorating.
",3,JBL T205BT
"Product is good but only thing is jbl serviceMine  after 20days battery is not charging and went to jbl service centre in Hyderabad branch they took more than one month to replace my product.And very worst service they have no response,even they won't lift calls also
",1,JBL T205BT
"Charger missing
",3,JBL T205BT
"With this price range, is very good headset
",4,JBL T205BT
"Working Good
",4,JBL T205BT
"Any service centre’s in Bangalore ?
",1,JBL T205BT
"Support
",5,JBL T205BT
"I gifted this to my friend. JBL was always my favourite. Must buy
",5,JBL T205BT
"Worst
",1,JBL T205BT
"Sound quality is the best .. but the bud hurt the ear sometime, that needs to be little small so that it gets fit in the ear nicely
",4,JBL T205BT
"Satisfactory
",4,JBL T205BT
"Super sound quality and fidelity.
",5,JBL T205BT
"I would recommend getting some ear hooks to attach this earbuds with. Get the ones that work with the Apple earbuds.
",5,JBL T205BT
"Sound quality is very good.Worth of every penny you are spending.I received a detective product for very 1st time then Amazon replaced it the very next day.
",5,JBL T205BT
"sound quality is very bad
",1,JBL T205BT
"Not exactly fitting the ears
",3,JBL T205BT
"Amazing voice quality..Feels little harsh to the ears as hard plastic is used for the bud
",5,JBL T205BT
"poor battery duration
",4,JBL T205BT
"The earphones have literally stopped working in 4 months. The voice is no more coming even after taking care and keeping safely. Just not worth the price. JBL what are you doing with such bad quality products. The covers of the ear buds fell off in the first month itself.
",1,JBL T205BT
"Very good worthy product.
",5,JBL T205BT
"Good
",5,JBL T205BT
"Good
",5,JBL T205BT
"gD 4 this p₹Ice
",3,JBL T205BT
"Excellent
",5,JBL T205BT
"The quality of the bluetooth Is excellent,Thanks to JBL.
",5,JBL T205BT
"Material not good
",1,JBL T205BT
"One of the earphones loses volume after just two or three days. Got it replaced once, and had the same problem again. Cant return it as I foolishly threw away the box
",1,JBL T205BT
"Pure bass jbl bluetooth
",5,JBL T205BT
"Very bad
",1,JBL T205BT
"Second time am facing the issue. Double voice hearing like a mimicry.
",1,JBL T205BT
"I always prefer JBL.It performs well in mid-range,high-range,bass but there is some cons but we can't expect that much in this price. If we say the specs with this price I give 5 stars.
",4,JBL T205BT
"the most important is the sound quality which i think is one of the best . but one of the things which i did not like was how it is fitted in ear. it always pain me after some time and it again removes which makes less optimize to but but if you are lover of music i think you should go for it
",5,JBL T205BT
"Not like
",4,JBL T205BT
"Waste of money....bad  sound quality,poor battery backup..... overall pathetic product
",2,JBL T205BT
"Overall balanced sound
",5,JBL T205BT
"Good quality
",5,JBL T205BT
"No doubt its a great product but from the day I purchased and connected to my phone i found this device gets automatically disconnect or auto-disconnect feature. I don’t understand why this is happening ! Is this any fault or it is like this only? I won’t recommend if every user have same issue. Whenever i got any call and i am busy at driving and not able to pick call from phone i used to click Earphone button but this JBL disappointed me because of auto disconnect. So, I need to stop my vehicle to attend the call and also to connect it again.
",3,JBL T205BT
"I like this product
",5,JBL T205BT
"Waste
",5,JBL T205BT
"Good product but battery is low quality
",5,JBL T205BT
"Today got this earphone... sound quality is really good. U can go for these if ur budget is low...the noise from outside reaches our ear bcz of the shape and sound quality in call is too poor
",5,JBL T205BT
"they are not comfortable ear start paining after 15 20 minsAND SOUND QUALITY IS TATTI BC ☹️ ACHE REVIEWS SE FAS MAT JANA...MAT LO ⚠️⚠️⚠️⚠️
",1,JBL T205BT
"Dont expect high bass, and loud sound , its like average sound quality.....**NOT SATISFIED AS PER THE PRICE range ( they just made the price higher as due to JBL brand)
",3,JBL T205BT
"Not satisfied with battery and its not stuck on ear . When i buy it shows u can return but now not  this oration when i have it only replacement iam not getting whats wrong with amazon i love to buy but this time very very disappointed . N now its not working tooo
",1,JBL T205BT
"Product  is not goodWhile talking  time not getting  clear  voice  also
",2,JBL T205BT
"Average.
",3,JBL T205BT
"Not good for sports, Mike not working after sweating. Now working as a music Bluetooth only, can’t talk to anybody
",4,JBL T205BT
"Good quality
",5,JBL T205BT
"Good
",4,JBL T205BT
"Under price and JBL is one of the great company.Awsome clearity but not look like premium.JBL team do more work one look.
",4,JBL T205BT
"The sound quality is good, fit wise very comfortable, poor battery back up lasts about 3-4 hrs and not much sound isolation so u dont have to worry as you'll be aware of your surroundings. Sound quality not up to the mark
",2,JBL T205BT
"totally uncomfortable, poor sound quality, always fall from ears,
",1,JBL T205BT
"I have to use external bass booster to listen music... Battery backup is good.
",3,JBL T110BT
"I am disappointed because it's not sweat & water proof & the packaging box is also torned.
",3,JBL T110BT
"Faulty product, doesn't make sense to buy it. No bass!
",1,JBL T110BT
"Awesome product
",5,JBL T110BT
"Wounder full product
",5,JBL T110BT
"Amazing product
",4,JBL T110BT
"Excellent product
",5,JBL T110BT
"Hey guysHighly not recommended productI do understand that reviews of product can be very useful for making any purchase but for this product I am sharing mine personal experience. No doubt this product seems to you very attractive and it should be at last it's Jbl product.But friends don't buy this product from amazon, this is not a genuine productAfter 28 days of purchasing this product, it started showing charging productsNo matter how much u charged it will not last for more than 5 minutes and guys amazon will not at all help you to get this product refundAnd you have to contact the jbl service center which is really very much hecticMy point of purchase is amazon but they simply denied to help me furtherPlease don't waste your money and time2000 rupees is not a small amountIt's get time to earn this money and entire money will go in to vain
",1,JBL T110BT
"I am extremely disappointed with the product. It was on sale...but I did not realize it was a defective/old piece. The battery life has deteriorated within two weeks of its purchase. It discharges within 10 mins of a full charge. This is not acceptable because we did not want a old piece when we ordered at a good price. Bad publicity for the brand
",1,JBL T110BT
"Pros: Functional, does the job, fits very well in the ear insulating external sounds well, good range, good build quality, good for workouts.Cons: Very average bass. If you have experienced something like Sony MDR-XB55AP, then you can't settle for this sound at this price.Verdict: Best bluetooth buds at this price. But Sony MDR-XB55AP or even Skullcandy offer much better sound at this price. So if you're an audiophile, looks elsewhere.
",3,JBL T110BT
"This is a nice product.Easy to use, easily connects with I-phone. I will be sharing detailed experience soon.Its been 20 days and no complaints yet.
",5,JBL T110BT
"I got it for 1900 and believe me you can't get any better bluetooth earphone on this budget...  Noise cancellation is great, before reaching top volume your ambience will be mute doesn't matter how much noise is there... Sound quality is great in a quite place you can't listen to top volume (if you're not a hard core Metallica fan, for them no headphone has enough sound). The bass is the main highlight of this earphone, you can enjoy every beat of music. Great pricing from JBL. highly satisfied... 5/5 points...
",5,JBL T110BT
"The product is not working as it don't detect to my phone honor 6x and not playing music in it . you can't use it as regular ear phones, while using right ear is painful on continuously usage.
",1,JBL T110BT
"Wonder ful product at great price tag.... I'm writing this review after two to three weeks of Usage, if you charge this for 10 to 15 mins you can use it for 1 to 2hrs... Eat buds are awesome... One year warranty thats cool..
",5,JBL T110BT
"this device here received a tons of negativity on Amazon and other sites but just a quick note that when we shift from wired to wireless the sound quality really affects so if we have to compare we should do it with other wireless earphones not the wired one .The sound quality is nice, not crystal clear but good enough.The bass is good. Perfect for EDM lovers Electronic dance music.The connection range is amazing .It's really easy to connect to new deviceson the physical overview, it has got a really big neckband which is kind of annoying most of the times and it has 3 buttons - one to play and pause  music or receive call or end and the other two to change the music as well as to change volume, depending the time u press those keyswhen we talk about the looks of the device it looks good if you are wearing a shirt or a t-shirt with a collar so u can hide the neck ban in the collar if not then it's uncomfortable and also looks awkward at the same timeat a price point of 2000rs and jbl branding it is a fair pricetime for the big deal the pros and conspros;Noise cancellation works very well.Battery life is good. The output of a fully charged device is around 6-8 hours  depending on the volumebuild quality is amazingCons:The device does not sit perfectly on your shoulder, it slides aboutThe magnets that are supposed to hold the earbuds together are very weak and keep disconnecting.bass is not much as jbl devices are known for high bassThis is a great device but the wireless earphones lacks in either sound/battery/looks/comfort and this one lacks in comfort
",4,JBL T110BT
"Best in the segment!!For RS 1999 best u could have .. gr8 bass and awesome sound quality..Best you go for the grey or black one.. blue doesn't mostly match Ur outfit tho 😂😂!!!
",5,JBL T110BT
"A very gud product... the sound quality is great and and so the built quality it fully charges within  1 & half to 2 hours and lasts upto 4 to 6 hours...Its a thumbs up....
",5,JBL T110BT
"After having troubled with other BTs. Fortunately found an earphone which supasses my expectations giving the price brand. And look its from JBL. What else do want?Superb sound, bass quality is good. Sound is perfect. Either go for it or increase your wallet expense.They don't provide any pouch for carrying it but that should not discourage you from buying it.
",5,JBL T110BT
"Disconnects automatically. Sound quality not to the JBL standard, and neither the battery quality. Again the only thing working awesome is Amazon, other that their service the product is a waste.
",1,JBL T110BT
"Only good for listening to music, doesn't help for calls. Voice echo issue, useless only indoors and outdoors this product is not even average.
",1,JBL T110BT
"The quality of the product is good enough for the amount you are paying!I have been using the JBL T290 wired ones before these and when compared with tht one you are lacking a bit of bass on this bluetooth earphone but still it is highly recommended for the price you are payingAdjusting the bass in the system equaliser helped me a bit
",4,JBL T110BT
"These earphones are really good works great and even the sound quality is very good. Value for money product..
",4,JBL T110BT
"Good product. Battery life is also good. Sound quality is also nice and bass could be better than this but overall it sounds great.
",5,JBL T110BT
"well i would give it (4-1)star for a reason... sound is really good and with deep basss but with a catch here. i had bought the headphones and was very disappointed for a flat bass and lots of treble sounded waste of 2k... but then i had spare ear buds of sony mdr wired earphones (spare buds) which were perfect fit on jbl ones and woah the sound felt amazing really worth the jbl sound series..... well the biggest problem is with the too hard ear buds provided with dosent give full isolation to bass effe t to shape...so people who have already bought try replacing the earbud with any old headphone you have which are useless
",3,JBL T110BT
"Not sure why there are so many negative reviews, these earphones are great. Have been using them daily for about 3 hours a day for the last 4 months and they are close to perfect.I use Audio Technica m50x for listening to music for the most part. Bought these JBL Bluetooth ones for use where the m50x is too bully to carry.Pros:Charge lasts about 5 hours.Lightweight.Produces very clear sound.Bluetooth range is quite high, at least 15 metres in my experience.Cons:Slightly more expensive than I'd have liked, I paid 2250...Microphone is placed near your shoulder so taking calls can be a little irritating. People keep telling me I sound like I'm far away.
",5,JBL T110BT
"I am very bad felling this product
",1,JBL T110BT
"Bass is not good any how device quality is good
",3,JBL T110BT
"While i am ordering bluetooth handsfree why i am getting the earphone with cable. The product shows it is wireless and i again received the product which i have earlier returned.
",1,JBL T110BT
"Working good .but some times I lost my connective between headfone with fone. Charging time is 2.30 hours and it's working 10 to12 hours constantly.
",2,JBL T110BT
"Not expected from JBL. SOUND IS NOT LOUD... AND IT LACKS BASS....
",1,JBL T110BT
"Great product, the best sound I have experienced on a Bluetooth headset
",5,JBL T110BT
"Was double mind before buying this after reading few downrated reviews but the product is really good.
",5,JBL T110BT
"Such a low class Bass and worst clarity I never faced from JBL. I do have the same JBL T110 model without Bluetooth which is 10times better so I opted for this but I dnt knw y this is very disgusting low class quality.Small starting series of JBL is much much better than this piece.Am very much interested in Bluetooth model but I am unable to convince with this low class sound output.Believe me such a worst quality sound u will feel very dissatisfied if u purchase.
",1,JBL T110BT
"With so many fake JBL earphones doing rounds in the market, I decided to buy one from Harman, instead of Amazon. Original with all serial numbers.Trust me, to my sheer disbelief the audio quality was very poor. Crap. I asked for a replacement. After much ugly dialogues got it replaced after 2 months. A little bit of improvement in audio output. No bass. Squeezed sound. Throw your money into the sea, instead of buying this peice of s**t.
",1,JBL T110BT
